"AMA INA","YEAR","Owner or BMP Operator","Right Number","Right Type","Sub-basin","Well Id","CADASTRAL","AF Pumped","Movement Type","Water Type","LAT_DEGREES","LAT_MINUTES","LAT_SECONDS","LONG_DEGREES","LONG_MINUTES","LONG_SECONDS","PROGRAM"
"PHOENIX AMA","2008","SURPRISE GRAND VISTA JVI LLC","58-102408.0002","TYPE 2 NON-IRRIGATION GFR","WEST SALT RIVER VALLEY","060001","B-05-02 08CCB","7.05","WITHDRAWAL","GROUNDWATER","33","47","6","112","29","54","58"
"PHOENIX AMA","2008","STOTZ DAIRY","59-556467.0000","GENERAL INDUSTRIAL USE WITHDRAWAL PERM","HASSAYAMPA","084785","B-01-04 18AAC","114.79","WITHDRAWAL","GROUNDWATER","33","25","56.29","112","41","40.9","59"
"PHOENIX AMA","2008","STOTZ DAIRY","59-556467.0000","GENERAL INDUSTRIAL USE WITHDRAWAL PERM","HASSAYAMPA","084786","B-01-04 18AAD","142.93","WITHDRAWAL","GROUNDWATER","33","25","56.29","112","41","40.9","59"
"NOT WITHIN ANY AMA OR INA","2008","SAN LUIS, CITY OF","91-000710.0000","LARGE COMMUNITY WATER SYSTEM","","084812","C-11-25 12BDB","1","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"HARQUAHALA VALLEY INA","2008","ABCDW LLC","60-201119.0006","IRRIGATION USE","HARQUAHALA","085118","B-01-08 07CBB","1977.64","WITHDRAWAL","GROUNDWATER","","","","","","","60"
"PHOENIX AMA","2008","CITY OF EL MIRAGE","74-207706.0000","RECOVERY WELL PERMITS","WEST SALT RIVER VALLEY","085252","B-03-01 13BAA","275.48","RECOVERED","EFFLUENT RECOVERED OUTSIDE THE AOI","33","36","30","112","18","56","74"
"PHOENIX AMA","2008","CITY OF EL MIRAGE","56-002016.0000","LARGE MUNICIPAL PROVIDER","WEST SALT RIVER VALLEY","085252","B-03-01 13BAA","491","WITHDRAWAL","GROUNDWATER","33","36","30","112","18","56","56"
"NOT WITHIN ANY AMA OR INA","2008","PALOMA RANCH","91-000262.0000","SMALL COMMUNITY WATER SYSTEM","","085270","C-06-06 10BCB","360","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"PHOENIX AMA","2008","PHILLIP KENNETH GREER","58-100117.0000","TYPE 2 NON-IRRIGATION GFR","EAST SALT RIVER VALLEY","085339","D-02-06 34AAB","25.82","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"PINAL AMA","2008","D.A. HOLDINGS, L.L.C.","58-107768.0004","TYPE 1 GFR","MARICOPA-STANFIELD","085518","D-04-03 17DCB","190","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"PINAL AMA","2008","CENTRAL ARIZONA IRRIGATION & DRAINAGE DISTRICT","57-001101.0000","IRRIGATION DISTRICT (SW & GW)","ELOY","085622","D-08-07 11ADD","145.81","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"PINAL AMA","2008","MARICOPA STANFIELD IRRIGATION","57-001103.0000","IRRIGATION DISTRICT (SW & GW)","MARICOPA-STANFIELD","085665","D-06-03 34AAA","1764.69","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"PINAL AMA","2008","CENTRAL ARIZONA WATER CONSERVATION DISTRICT","74-595197.0001","RECOVERY WELL PERMITS","","085665","D-06-03 34AAA","1303","RECOVERED","CAP WATER RECOVERED","","","","","","","74"
"PHOENIX AMA","2008","STOTZ DAIRY","59-556467.0000","GENERAL INDUSTRIAL USE WITHDRAWAL PERM","HASSAYAMPA","085683","B-01-04 18AAC","23.34","WITHDRAWAL","GROUNDWATER","33","25","56.4","112","41","47.8","59"
"TUCSON AMA","2008","CPC SOUTHWEST MATERIALS INC","59-512014.0002","MINERAL EXTRACTION","UPPER SANTA CRUZ","085685","D-15-16 19AAA","55.61","WITHDRAWAL","GROUNDWATER","","","","","","","59"
"TUCSON AMA","2008","PIMA COUNTY PARKS & RECREATION","58-100379.0004","TYPE 2 NON-IRRIGATION GFR","AVRA VALLEY","085744","D-12-13 19ADA","31.75","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"PINAL AMA","2008","RED RIVER CATTLE, LLP","58-109249.0007","TYPE 2 NON-IRRIGATION GFR","MARICOPA-STANFIELD","086077","D-05-04 08DDD","244.74","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"TUCSON AMA","2008","CITY OF TUCSON/TUCSON WATER","56-000001.0000","LARGE MUNICIPAL PROVIDER","UPPER SANTA CRUZ","086158","D-12-12 21ADB","624","WITHDRAWAL","GROUNDWATER","32","22","33","111","7","4","56"
"PINAL AMA","2008","MARICOPA STANFIELD IRRIGATION","57-001103.0000","IRRIGATION DISTRICT (SW & GW)","MARICOPA-STANFIELD","086247","D-05-03 12CDD","2365.21","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"DOUGLAS INA","2008","BRENDA B PERLMAN TRUST","60-203175.0000","IRRIGATION USE","DOUGLAS","086308","D-20-26 26BDD","0.5","WITHDRAWAL","GROUNDWATER","","","","","","","60"
"SANTA CRUZ AMA","2008","TROYER, GARY G.","58-103495.0001","IRRIGATION USE","UPPER SANTA CRUZ","086314","D-21-13 17ACC","50.24","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"PINAL AMA","2008","CENTRAL ARIZONA IRRIGATION & DRAINAGE DISTRICT","57-001101.0000","IRRIGATION DISTRICT (SW & GW)","ELOY","086602","D-08-06 26DBB","832.53","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"DOUGLAS INA","2008","RAYMOND W RUEGG","60-203212.0002","IRRIGATION USE","DOUGLAS","086643","D-18-26 28ACD","125.9","WITHDRAWAL","GROUNDWATER","","","","","","","60"
"NOT WITHIN ANY AMA OR INA","2008","CABALLERO WATER CO","91-000184.0000","SMALL COMMUNITY WATER SYSTEM","","086682","B-07-05 15CCC","84.5","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"PINAL AMA","2008","Marathon Farming Investments, LLC, an Arizona limited liabil","58-111752.0003","IRRIGATION USE","ELOY","086727","D-06-07 19BDD","725","WITHDRAWAL","GROUNDWATER","","","","","","","58"
"NOT WITHIN ANY AMA OR INA","2008","PAYSON WATER CO","91-000148.0000","SMALL COMMUNITY WATER SYSTEM","","086809","A-08-10 05CDB","19.8","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"PINAL AMA","2008","CENTRAL ARIZONA IRRIGATION & DRAINAGE DISTRICT","57-001101.0000","IRRIGATION DISTRICT (SW & GW)","ELOY","086830","D-07-06 34DCC","940.87","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"PINAL AMA","2008","CENTRAL ARIZONA IRRIGATION & DRAINAGE DISTRICT","57-001101.0000","IRRIGATION DISTRICT (SW & GW)","ELOY","086835","D-08-08 12DAD","635.46","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"TUCSON AMA","2008","ARIZONA DEPT. OF CORRECTIONS - TUCSON","56-000362.0000","LARGE MUNICIPAL PROVIDER","UPPER SANTA CRUZ","086902","D-16-14 01DAD","89.31","WITHDRAWAL","GROUNDWATER","","","","","","","56"
"TUCSON AMA","2008","FARMERS WATER COMPANY","56-000080.0000","LARGE MUNICIPAL PROVIDER MNPCCP","UPPER SANTA CRUZ","086931","D-18-13 24BCA","6.45","WITHDRAWAL","GROUNDWATER","","","","","","","56"
"PINAL AMA","2008","MARICOPA STANFIELD IRRIGATION","57-001103.0000","IRRIGATION DISTRICT (SW & GW)","MARICOPA-STANFIELD","086952","D-05-03 21DDC","356.76","WITHDRAWAL","GROUNDWATER","","","","","","","57"
"NOT WITHIN ANY AMA OR INA","2008","AGUILA WATER SERVICE","91-000181.0000","SMALL COMMUNITY WATER SYSTEM","","086985","B-07-09 23BAA","62.45","WITHDRAWAL","GROUNDWATER","","","","","","","91"
"PINAL AMA","2008","CENTRAL ARIZONA IRRIGATION & DRAINAGE DISTRICT","57-001101.0000","IRRIGATION DISTRICT (SW & GW)","ELOY","087194","D-08-06 26DDA","747.35","WITHDRAWAL","GROUNDWATER","","","","","","","57"
